Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
Networking communities from the bottom up: grassroots approaches to overcoming the digital divide,AI & SOCIETY,,25,3,10.1007/s00146-009-0259-5,Mark B. GavedPaul Mulholland,2010,http://link.springer.com/article/10.1007/s00146-009-0259-5,Article
Analyzing the capabilities of crowdsourcing services for text summarization,Language Resources and Evaluation,,47,2,10.1007/s10579-012-9198-8,Elena LloretLaura PlazaAhmet Aker,2013,http://link.springer.com/article/10.1007/s10579-012-9198-8,Article
"The Internet, children, and privacy: the case against parental monitoring",Ethics and Information Technology,,15,4,10.1007/s10676-013-9323-4,Kay Mathiesen,2013,http://link.springer.com/article/10.1007/s10676-013-9323-4,Article
Innovation and learning performance implications of free revealing and knowledge brokering in competing communities: insights from the Netflix Prize challenge,Computational and Mathematical Organization Theory,,19,1,10.1007/s10588-012-9137-7,J. Andrei VillarroelJohn E. TaylorChristopher L. Tucci,2013,http://link.springer.com/article/10.1007/s10588-012-9137-7,Article
Study of the digital divide evaluation model for government agencies–a Taiwanese local government’s perspective,Information Systems Frontiers,,14,3,10.1007/s10796-011-9297-x,She-I ChangDavid C. YenI-Cheng ChangJung-Chu Chou,2012,http://link.springer.com/article/10.1007/s10796-011-9297-x,Article
Electronic Health Book—a unique Czech solution for eHealth,Health and Technology,,1,2 - 4,10.1007/s12553-011-0006-z,Milan CabrnochBenjamin Hasić,2011,http://link.springer.com/article/10.1007/s12553-011-0006-z,Article
The Citizen as Co-producer of Health: The Need for “Infusion of Medicine into Technology” in Future Application of Information and Communication Technology in Health,Wireless Personal Communications,,51,4,10.1007/s11277-009-9771-7,Niels Boye,2009,http://link.springer.com/article/10.1007/s11277-009-9771-7,Article
Online gaming: a scoping study of massively multi-player online role playing games,Electronic Commerce Research,,9,1 - 2,10.1007/s10660-009-9029-1,Alex MeredithZaheer HussainMark D. Griffiths,2009,http://link.springer.com/article/10.1007/s10660-009-9029-1,Article
From open data to information justice,Ethics and Information Technology,,16,4,10.1007/s10676-014-9351-8,Jeffrey Alan Johnson,2014,http://link.springer.com/article/10.1007/s10676-014-9351-8,Article
Survey on Simulation for Mobile Ad-Hoc Communication for Disaster Scenarios,Journal of Computer Science and Technology,,31,2,10.1007/s11390-016-1630-x,Erika RosasNicolás HidalgoVeronica Gil-CostaCarolina BonacicMauricio MarinHermes SengerLuciana ArantesCesar MarcondesOlivier Marin,2016,http://link.springer.com/article/10.1007/s11390-016-1630-x,Article
"Service economy, knowledge, and the need for T-shaped innovators",World Wide Web,,18,4,10.1007/s11280-014-0305-1,Sergio BarileMarialuisa SavianoCristina Simone,2015,http://link.springer.com/article/10.1007/s11280-014-0305-1,Article
The pursuit of academic excellence and business engagement: is it irreconcilable?,Scientometrics,,95,2,10.1007/s11192-013-0955-2,Pablo D’EstePuay TangSurya MahdiAndy NeelyMabel Sánchez-Barrioluengo,2013,http://link.springer.com/article/10.1007/s11192-013-0955-2,Article
Mobile learning: a collaborative experience using QR codes,International Journal of Educational Technology in Higher Education,,11,1,10.7238/rusc.v11i1.1899,Meritxell Monguillot HernandoCarles González ArévaloMontse Guitert CatasúsCarles Zurita Mon,2014,http://link.springer.com/article/10.7238/rusc.v11i1.1899,Article
Lessons learned in deploying independent living technologies to older adults’ homes,Universal Access in the Information Society,,13,2,10.1007/s10209-013-0308-1,Julie DoyleCatherine BaileyCliodhna Ni ScanaillFlip van den Berg,2014,http://link.springer.com/article/10.1007/s10209-013-0308-1,Article
Digital Scientific-Technological Training in Higher Education,International Journal of Educational Technology in Higher Education,,7,2,10.7238/rusc.v7i2.808,Beatriz Fainholc,2010,http://link.springer.com/article/10.7238/rusc.v7i2.808,Article
Mobile learning as alternative to assistive technology devices for special needs students,Education and Information Technologies,,,,10.1007/s10639-015-9462-9,Jalal IsmailiEl Houcine Ouazzani Ibrahimi,2016,http://link.springer.com/article/10.1007/s10639-015-9462-9,Article
GRIDA3—a shared resources manager for environmental data analysis and applications,Earth Science Informatics,,2,1 - 2,10.1007/s12145-009-0020-0,Fabrizio MurgiaRiccardo BiddauAlessandro ConcasRoberto DemontisLuca FanfaniZeno HeilmannCristian LaiGiuditta LeccaEva LorraiMarino MarrocuVittorio Alessandro MarroneLaura MuscasElisaveta PenevaAndrea PirasMassimo PisuGabriella Pusceddu,2009,http://link.springer.com/article/10.1007/s12145-009-0020-0,Article
An approach based on the domain perspective to develop WSAN applications,Software & Systems Modeling,,,,10.1007/s10270-015-0498-5,Taniro RodriguesFlávia C. DelicatoThais BatistaPaulo F. PiresLuci Pirmez,2015,http://link.springer.com/article/10.1007/s10270-015-0498-5,Article
RFID interactive tabletop application with tangible objects: exploratory study to observe young children’ behaviors,Personal and Ubiquitous Computing,,19,8,10.1007/s00779-015-0891-7,Sébastien KubickiMarion WolffSophie LepreuxChristophe Kolski,2015,http://link.springer.com/article/10.1007/s00779-015-0891-7,Article
Digital competence – an emergent boundary concept for policy and educational research,Education and Information Technologies,,21,3,10.1007/s10639-014-9346-4,Liisa IlomäkiSami PaavolaMinna LakkalaAnna Kantosalo,2016,http://link.springer.com/article/10.1007/s10639-014-9346-4,Article
Design and evaluation of road pricing: state-of-the-art and methodological advances,NETNOMICS: Economic Research and Electronic Networking,,10,1,10.1007/s11066-008-9024-z,Theodore TsekerisStefan Voß,2009,http://link.springer.com/article/10.1007/s11066-008-9024-z,Article
"Knowledge infrastructures in science: data, diversity, and digital libraries",International Journal on Digital Libraries,,16,3 - 4,10.1007/s00799-015-0157-z,Christine L. BorgmanPeter T. DarchAshley E. SandsIrene V. PasquettoMilena S. GolshanJillian C. WallisSharon Traweek,2015,http://link.springer.com/article/10.1007/s00799-015-0157-z,Article
From the bench to the bedside in the big data age: ethics and practices of consent and privacy for clinical genomics and personalized medicine,Ethics and Information Technology,,17,3,10.1007/s10676-015-9373-x,Peter A. Chow-WhiteMaggie MacAulayAnita ChartersPaulina Chow,2015,http://link.springer.com/article/10.1007/s10676-015-9373-x,Article
Lessons from SmartCampus: External Experimenting with User-Centric Internet-of-Things Testbed,Wireless Personal Communications,,,,10.1007/s11277-014-2223-z,Michele NatiAlexander GluhakJaroslaw DomaszewiczSpyros LalisKlaus Moessner,2014,http://link.springer.com/article/10.1007/s11277-014-2223-z,Article
A look inside the Pl@ntNet experience,Multimedia Systems,,,,10.1007/s00530-015-0462-9,Alexis JolyPierre BonnetHervé GoëauJulien BarbeSouheil SelmiJulien ChampSamuel Dufour-KowalskiAntoine AffouardJennifer CarréJean-François MolinoNozha BoujemaaDaniel Barthélémy,2015,http://link.springer.com/article/10.1007/s00530-015-0462-9,Article
"Indigenous human rights and knowledge in archives, museums, and libraries: some international perspectives with specific reference to New Zealand and Canada",Archival Science,,12,2,10.1007/s10502-011-9165-y,Bradford W. Morse,2012,http://link.springer.com/article/10.1007/s10502-011-9165-y,Article
ICT in Portuguese reference schools for the education of blind and partially sighted students,Education and Information Technologies,,21,3,10.1007/s10639-014-9344-6,Sara Isabel Moça RamosAntónio Manuel Valente de Andrade,2016,http://link.springer.com/article/10.1007/s10639-014-9344-6,Article
"e-Government in Rhode Island: what effects do templates have on usability, accessibility, and mobile readiness?",Universal Access in the Information Society,,,,10.1007/s10209-014-0384-x,Robert Anthony GalvezNorman E. Youngblood,2014,http://link.springer.com/article/10.1007/s10209-014-0384-x,Article
Design challenges for ubiquitous and personal computing in chronic disease care and patient empowerment: a case study rethinking diabetes self-monitoring,Personal and Ubiquitous Computing,,18,5,10.1007/s00779-013-0707-6,Cristiano Storni,2014,http://link.springer.com/article/10.1007/s00779-013-0707-6,Article
"Soundscape, sonification, and sound activism",AI & SOCIETY,,27,2,10.1007/s00146-011-0345-3,Andrea Polli,2012,http://link.springer.com/article/10.1007/s00146-011-0345-3,Article
Communication Processes in Virtual Learning Environments and their Impact on Online Lifelong Learning,"RUSC, Universities and Knowledge Society Journal",,8,1,10.7238/rusc.v8i1.982,Sonia María Santoveña,2011,http://link.springer.com/article/10.7238/rusc.v8i1.982,Article
Personalized emergency medical assistance for disabled people,User Modeling and User-Adapted Interaction,,21,4 - 5,10.1007/s11257-010-9092-2,Luca ChittaroElio CarchiettiLuca De MarcoAgostino Zampa,2011,http://link.springer.com/article/10.1007/s11257-010-9092-2,Article
Prospects for the application of scientometric methods for forecasting,Scientific and Technical Information Processing,,41,1,10.3103/S0147688214010080,V. R. MesropyanM. V. Ovsyannikov,2014,http://link.springer.com/article/10.3103/S0147688214010080,Article
Repertoires of collaboration for common operating pictures of disasters and extreme events,Information Systems Frontiers,,17,1,10.1007/s10796-014-9515-4,Deborah BunkerLinda LevineCarol Woody,2015,http://link.springer.com/article/10.1007/s10796-014-9515-4,Article
Towards sustainable well-being in SMEs through the web-based learning program of ergonomics,Education and Information Technologies,,18,1,10.1007/s10639-011-9177-5,Marja RandelinTerhi SaaranenPaula NaumanenVeikko Louhevaara,2013,http://link.springer.com/article/10.1007/s10639-011-9177-5,Article
"“I am Spartacus”: privacy enhancing technologies, collaborative obfuscation and privacy as a public good",Artificial Intelligence and Law,,22,2,10.1007/s10506-014-9155-5,Zbigniew KweckaWilliam BuchananBurkhard SchaferJudith Rauhofer,2014,http://link.springer.com/article/10.1007/s10506-014-9155-5,Article
Viewing information literacy concepts: a comparison of two branches of knowledge,Scientometrics,,98,3,10.1007/s11192-013-1166-6,María PintoAntonio PulgarínM. Isabel Escalona,2014,http://link.springer.com/article/10.1007/s11192-013-1166-6,Article
e-Government online forms: design guidelines for older adults in Europe,Universal Access in the Information Society,,10,1,10.1007/s10209-010-0191-y,Arthur G. MoneyLorna LinesSenaka FernandoAnthony D. Elliman,2011,http://link.springer.com/article/10.1007/s10209-010-0191-y,Article
Multimodal social intelligence in a real-time dashboard system,The VLDB Journal,,19,6,10.1007/s00778-010-0207-5,Daniel GruhlMeena NagarajanJan PieperChristine RobsonAmit Sheth,2010,http://link.springer.com/article/10.1007/s00778-010-0207-5,Article
Collaborative design and its evaluation through Kansei engineering approach,Artificial Life and Robotics,,18,3 - 4,10.1007/s10015-013-0123-z,Masatoshi ImaiYoshiro ImaiTetsuo Hattori,2013,http://link.springer.com/article/10.1007/s10015-013-0123-z,Article
Computer science (CS) in the compulsory education curriculum: Implications for future research,Education and Information Technologies,,,,10.1007/s10639-016-9475-z,Don Passey,2016,http://link.springer.com/article/10.1007/s10639-016-9475-z,Article
"Ethical frontiers of ICT and older users: cultural, pragmatic and ethical issues",Ethics and Information Technology,,13,4,10.1007/s10676-011-9276-4,Athena McLean,2011,http://link.springer.com/article/10.1007/s10676-011-9276-4,Article
"Professional minutia and their consequences: provenance, context, original identification, and anthropology at the Field Museum of Natural History, Chicago, Illinois",Archival Science,,13,2 - 3,10.1007/s10502-013-9202-0,Susanne Belovari,2013,http://link.springer.com/article/10.1007/s10502-013-9202-0,Article
Designing an information system for updating land records in Bangladesh: Action design ethnographic research (ADER),Information Systems Frontiers,,17,1,10.1007/s10796-014-9512-7,Laurence BrooksM. Shahanoor Alam,2015,http://link.springer.com/article/10.1007/s10796-014-9512-7,Article
A classification framework for data marketplaces,Vietnam Journal of Computer Science,,,,10.1007/s40595-016-0064-2,Florian StahlFabian SchommGottfried VossenLara Vomfell,2016,http://link.springer.com/article/10.1007/s40595-016-0064-2,Article
New approaches in transportation planning: happiness and transport economics,NETNOMICS: Economic Research and Electronic Networking,,11,1,10.1007/s11066-009-9037-2,André DuarteCamila GarciaGrigoris GiannarakisSusana LimãoAmalia PolydoropoulouNikolaos Litinas,2010,http://link.springer.com/article/10.1007/s11066-009-9037-2,Article
Transforming learning for the smart learning environment: lessons learned from the Intel education initiatives,Smart Learning Environments,,2,1,10.1186/s40561-015-0022-y,Jon K. Price,2015,http://link.springer.com/article/10.1186/s40561-015-0022-y,Article
Pluralist University Government. An Analysis Proposal Based on Stakeholder Theory,International Journal of Educational Technology in Higher Education,,9,2,10.7238/rusc.v9i2.1412,Ricardo Gaete Quezada,2012,http://link.springer.com/article/10.7238/rusc.v9i2.1412,Article
Corporate universities: an emerging actor in higher education in Spain?,International Journal of Educational Technology in Higher Education,,10,2,10.7238/rusc.v10i2.1439,Dr Antonio J. Baladrón PazosDr Beatriz Correyero Ruiz,2013,http://link.springer.com/article/10.7238/rusc.v10i2.1439,Article
